token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
declarant	declaro	_	Plur	3	Ind|Pres|Act	_	_	_	VER
quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
omnium	omnis	_	Plur	_	_	Gen	Com	_	PROind
non	non	_	_	_	_	_	_	_	ADVneg
imperium	imperium	_	Sing	_	_	Acc	_	_	NOMcom
modo	modo	Pos	_	_	_	_	_	1	ADV
sed	sed	_	_	_	_	_	_	_	CONcoo
agros	ager	_	Plur	_	_	Acc	_	_	NOMcom
quoque	quoque	Pos	_	_	_	_	_	_	ADV
atque	atque	_	_	_	_	_	_	1	CONcoo
adeo	adeo	Pos	_	_	_	_	_	2	ADV
urbes	urbs	_	Plur	_	_	Acc	_	_	NOMcom
ipsas	ipse	_	Plur	_	_	Acc	Fem	_	PROdem
parati	paratus	Pos	Plur	_	_	Nom	Masc	2	ADJqua
ipsorum	ipse	_	Plur	_	_	Gen	MascNeut	_	PROdem
exercitus	exercitus	_	Plur	_	_	Nom	_	1	NOMcom
aliis	alius	_	Plur	_	_	Abl	Com	_	PROind
atque	atque	_	_	_	_	_	_	1	CONcoo
aliis	alius	_	Plur	_	_	Abl	Com	_	PROind
occasionibus	occasio	_	Plur	_	_	Abl	_	_	NOMcom
euerterunt	euerto	_	Plur	3	Ind|Perf|Act	_	_	_	VER

quam	quam	_	Sing	_	_	Acc	_	2	ADVint
uero	uero	Pos	_	_	_	_	_	4	CONcoo
non	non	_	_	_	_	_	_	_	ADVneg
magnopere	magnopere	Pos	_	_	_	_	_	_	ADV
necessarium	necessarius	Pos	Sing	_	_	Nom	Neut	2	ADJqua
uel	uel	Pos	_	_	_	_	_	2	CONcoo
hinc	hinc	Pos	_	_	_	_	_	_	ADV
elucescit	elucesco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
quod	quod	_	_	_	_	_	_	2	CONsub
ne	ne	_	_	_	_	_	_	3	ADVneg
Galli	Gallus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
quidem	quidem	Pos	_	_	_	_	_	_	ADV
milites	miles	_	Plur	_	_	Nom	_	_	NOMcom
armis	arma	_	Plur	_	_	Abl	_	_	NOMcom
ab	ab	_	_	_	_	_	_	_	PRE
unguiculis	unguiculus	_	Plur	_	_	Abl	_	_	NOMcom
exercitatissimi	exercitatus	Sup	Plur	_	_	Nom	Masc	_	ADJqua
cum	cum	_	_	_	_	_	_	2	PRE
euocatis	euoco	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
comparati	comparo	_	Plur	_	Par|Perf|Pass	Nom	Masc	3	VER
uestris	uester	_	Plur	_	_	Abl	Com	_	PROpos
admodum	admodum	Pos	_	_	_	_	_	_	ADV
saepe	saepe	Pos	_	_	_	_	_	_	ADV
gloriantur	glorior	_	Plur	3	Ind|Pres|Dep	_	_	_	VER
superiores	superus	Comp	Plur	_	_	Acc	MascFem	_	ADJqua
sese	sui	_	Plur	_	_	Acc	_	1	PROref
discessisse	discedo	_	_	_	Inf|Perf|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
ne	ne	_	_	_	_	_	_	3	ADVneg
quid	quis	_	Sing	_	_	Acc	Neut	2	PROind
dicam	dico	_	Sing	1	Sub|Pres|Act	_	_	2	VER
amplius	ample	Comp	_	_	_	_	_	_	ADJqua
ne	ne	_	_	_	_	_	_	4	CONsub
praesentibus	praesens	Pos	Plur	_	_	Abl	Com	_	ADJqua
uidear	uideo	_	Sing	1	Sub|Pres|Pass	_	_	_	VER
adblandiri	adblandior	_	_	_	Inf|Pres|Pass	_	_	_	VER
uobis	uos	_	Plur	_	_	Abl	_	_	PROper

sed	sed	_	_	_	_	_	_	_	CONcoo
nec	nec	_	_	_	_	_	_	2	CONcoo
uestri	uos	_	Plur	_	_	Nom	Masc	_	PROpos
illi	ille	_	Plur	_	_	Nom	Masc	_	PROdem
uel	uel	_	_	_	_	_	_	2	CONcoo
opifices	opifex	_	Plur	_	_	Nom	_	_	NOMcom
urbici	urbicus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
uel	uel	_	_	_	_	_	_	2	CONcoo
rudes	rudis	Pos	Plur	_	_	Nom	MascFem	2	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
agrestes	agrestis	Pos	Plur	_	_	Nom	MascFem	2	ADJqua
agricolae	agricola	_	Plur	_	_	Nom	_	_	NOMcom
otiosos	otiosus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
generosorum	generosus	Pos	Plur	_	_	Gen	MascNeut	_	ADJqua
stipatores	stipator	_	Plur	_	_	Acc	_	_	NOMcom
creduntur	credo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
ualde	ualde	Pos	_	_	_	_	_	_	ADV
pertimescere	pertimesco	_	_	_	Inf|Pres|Act	_	_	_	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
aut	aut	_	_	_	_	_	_	_	CONcoo
hi	hic	_	Plur	_	_	Nom	Masc	1	PROdem
quibus	qui	_	Plur	_	_	Dat	Com	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
uires	uis	_	Plur	_	_	Acc	_	_	NOMcom
atque	atque	_	_	_	_	_	_	1	CONcoo
audaciam	audacia	_	Sing	_	_	Acc	_	_	NOMcom
corpus	corpus	_	Sing	_	_	Nom	_	_	NOMcom
contigit	contingo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
ineptius	ineptus	Comp	Sing	_	_	Nom	Neut	_	ADJqua
aut	aut	_	_	_	_	_	_	_	CONcoo
quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
animi	animus	_	Sing	_	_	Gen	_	_	NOMcom
uis	uis	_	Sing	_	_	Nom	_	_	NOMcom
inopia	inopia	_	Sing	_	_	Abl	_	_	NOMcom
rei	res	_	Sing	_	_	Gen	_	_	NOMcom
familiaris	familiaris	Pos	Sing	_	_	Gen	Com	2	ADJqua
infringitur	infringo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
adeo	adeo	Pos	_	_	_	_	_	2	ADV
periculum	periculum	_	Sing	_	_	Nom	_	_	NOMcom
nullum	nullus	_	Sing	_	_	Nom	Neut	_	PROind
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ne	ne	_	_	_	_	_	_	4	CONsub
quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
ualida	ualidus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
robusta	robustus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
corpora	corpus	_	Plur	_	_	Nom	_	_	NOMcom
neque	neque	_	_	_	_	_	_	_	CONcoo
enim	enim	_	_	_	_	_	_	2	CONcoo
nisi	nisi	_	_	_	_	_	_	_	CONsub
selectos	seligo	_	Plur	_	Par|Perf|Pass	Acc	Masc	3	VER
dignantur	dignor	_	Plur	3	Ind|Pres|Dep	_	_	_	VER
generosi	generosus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
corrumpere	corrumpo	_	_	_	Inf|Pres|Act	_	_	_	VER
nunc	nunc	Pos	_	_	_	_	_	_	ADV
uel	uel	_	_	_	_	_	_	2	CONcoo
elanguescunt	elanguesco	_	Plur	3	Ind|Pres|Act	_	_	_	VER
otio	otium	_	Sing	_	_	Abl	_	_	NOMcom
uel	uel	_	_	_	_	_	_	2	CONcoo
negotiis	negotium	_	Plur	_	_	Abl	_	_	NOMcom
prope	prope	Pos	_	_	_	_	_	1	ADV
muliebribus	muliebris	Pos	Plur	_	_	Abl	Com	_	ADJqua
emolliuntur	emollio	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
iidem	idem	_	Plur	_	_	Nom	Masc	_	PROdem
bonis	bonus	Pos	Plur	_	_	Abl	Com	_	ADJqua
artibus	ars	_	Plur	_	_	Abl	_	_	NOMcom
instructi	instruo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
uitam	uita	_	Sing	_	_	Acc	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
uirilibus	uirilis	Pos	Plur	_	_	Abl	Com	_	ADJqua
exercitati	exercito	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
laboribus	labor	_	Plur	_	_	Abl	_	1	NOMcom
effeminentur	effemino	_	Plur	3	Sub|Pres|Pass	_	_	_	VER

certe	certe	Pos	_	_	_	_	_	_	ADV
utcumque	utcumque	_	_	_	_	_	_	1	ADVrel
sese	sui	_	Sing	_	_	Acc	_	1	PROref
haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
habet	habeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
res	res	_	Sing	_	_	Nom	_	_	NOMcom
illud	ille	_	Sing	_	_	Nom	Neut	_	PROdem
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
nequaquam	nequaquam	_	_	_	_	_	_	_	ADVneg
uidetur	uideo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
publicae	publicus	Pos	Sing	_	_	Dat	Fem	2	ADJqua
rei	res	_	Sing	_	_	Dat	_	_	NOMcom
conducere	conduco	_	_	_	Inf|Pres|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
euentum	euentus	_	Sing	_	_	Acc	_	_	NOMcom
belli	bellum	_	Sing	_	_	Gen	_	_	NOMcom
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
numquam	numquam	_	_	_	_	_	_	_	ADVneg
habetis	habeo	_	Plur	2	Ind|Pres|Act	_	_	_	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
cum	cum	_	_	_	_	_	_	3	CONsub
uultis	uolo	_	Plur	2	Ind|Pres|Act	_	_	3	VER
infinitam	infinitus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
generis	genus	_	Sing	_	_	Gen	_	1	NOMcom
turbam	turba	_	Sing	_	_	Acc	_	_	NOMcom
alere	alo	_	_	_	Inf|Pres|Act	_	_	_	VER
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
infestat	infesto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
pacem	pax	_	Sing	_	_	Acc	_	_	NOMcom
cuius	quis	_	Sing	_	_	Gen	Com	1	PROrel
tanto	tanto	Pos	_	_	_	_	_	_	ADV
maior	magnus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
haberi	habeo	_	_	_	Inf|Pres|Pass	_	_	_	VER
ratio	ratio	_	Sing	_	_	Nom	_	_	NOMcom
quam	quam	_	_	_	_	_	_	1	ADVrel
belli	bellum	_	Sing	_	_	Gen	_	_	NOMcom
debeat	debeo	_	Sing	3	Sub|Pres|Act	_	_	_	VER

neque	neque	_	_	_	_	_	_	_	CONcoo
haec	hic	_	Sing	_	_	Nom	Fem	1	PROdem
tamen	tamen	Pos	_	_	_	_	_	_	ADV
sola	solus	_	Sing	_	_	Nom	Fem	_	PROind
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
furandi	furor	_	Sing	_	Ger|_|Dep	Gen	_	2	VER
necessitas	necessitas	_	Sing	_	_	Nom	_	_	NOMcom

est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
alia	alius	_	Sing	_	_	Nom	Fem	_	PROind
magis	magis	Comp	_	_	_	_	_	2	ADV
quantum	quantum	_	_	_	_	_	_	3	ADVrel
credo	credo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
peculiaris	peculiaris	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
uobis	uos	_	Plur	_	_	Dat	_	_	PROper

quaenam	quisnam	_	Sing	_	_	Nom	Fem	_	PROint
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ea	is	_	Sing	_	_	Nom	Fem	_	PROdem

inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
Cardinalis	cardinalis	_	Sing	_	_	Nom	_	_	NOMcom
oues	ouis	_	Plur	_	_	Nom	_	_	NOMcom
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
uestrae	uester	_	Plur	_	_	Nom	Fem	_	PROpos
quae	qui	_	Plur	_	_	Nom	Fem	1	PROrel
tam	tam	Pos	_	_	_	_	_	_	ADV
mites	mitis	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
tamque	tam界que	Pos	_	_	_	_	_	_	ADV
exiguo	exiguus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
solent	soleo	_	Plur	3	Ind|Pres|SemDep	_	_	_	VER
ali	alo	_	_	_	Inf|Pres|Pass	_	_	_	VER
nunc	nunc	Pos	_	_	_	_	_	_	ADV
uti	ut	_	_	_	_	_	_	1	ADVrel
fertur	fero	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
tam	tam	Pos	_	_	_	_	_	_	ADV
edaces	edax	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
indomitae	indomitus	Pos	Plur	_	_	Nom	Fem	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
coeperunt	coepio	_	Plur	3	Ind|Perf|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
homines	homo	_	Plur	_	_	Nom	_	_	NOMcom
deuorent	deuoro	_	Plur	3	Sub|Pres|Act	_	_	_	VER
ipsos	ipse	_	Plur	_	_	Acc	Masc	_	PROdem
agros	ager	_	Plur	_	_	Acc	_	_	NOMcom
domos	domus	_	Plur	_	_	Acc	_	_	NOMcom
oppida	oppidum	_	Plur	_	_	Acc	_	_	NOMcom
uastent	uasto	_	Plur	3	Sub|Pres|Act	_	_	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
depopulentur	depopulor	_	Plur	3	Sub|Pres|Dep	_	_	_	VER

nempe	nempe	Pos	_	_	_	_	_	_	ADV
quibuscumque	quicumque	_	Plur	_	_	Abl	Com	1	PROrel
regni	regnum	_	Sing	_	_	Gen	_	_	NOMcom
partibus	pars	_	Plur	_	_	Abl	_	_	NOMcom
nascitur	nascor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
lana	lana	_	Sing	_	_	Nom	_	_	NOMcom
tenuior	tenuis	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
ideo	ideo	Pos	_	_	_	_	_	_	ADV
pretiosior	pretiosus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
ibi	ibi	Pos	_	_	_	_	_	_	ADV
nobiles	nobilis	_	Plur	_	_	Nom	MascFem	2	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
generosi	generosus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
adeo	adeo	Pos	_	_	_	_	_	2	ADV
Abbates	abbas	_	Plur	_	_	Nom	_	_	NOMcom
aliquot	aliquot	_	_	_	_	Ind	_	_	PROind
sancti	sanctus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
uiri	uir	_	Plur	_	_	Nom	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
his	hic	_	Plur	_	_	Abl	Com	1	PROdem
contenti	contentus	Pos	Plur	_	_	Nom	Masc	1	ADJqua
reditibus	reditus	_	Plur	_	_	Abl	_	_	NOMcom
fructibusque	fructus界que	_	Plur	_	_	Abl	_	_	NOMcom
annuis	annuus	Pos	Plur	_	_	Abl	Com	_	ADJqua
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
maioribus	maiores	_	Plur	_	_	Abl	_	_	NOMcom
suis	suus	_	Plur	_	_	Abl	Com	_	PROpos.ref
solebant	soleo	_	Plur	3	Ind|Impa|SemDep	_	_	_	VER
ex	ex	_	_	_	_	_	_	_	PRE
praediis	praedium	_	Plur	_	_	Abl	_	_	NOMcom
crescere	cresco	_	_	_	Inf|Pres|Act	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
habentes	habeo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
satis	satis	Pos	_	_	_	_	_	2	ADV
quod	quod	_	_	_	_	_	_	2	CONsub
otiose	otiose	Pos	_	_	_	_	_	_	ADV
ac	ac	_	_	_	_	_	_	1	CONcoo
laute	laute	Pos	_	_	_	_	_	_	ADV
uiuentes	uiuo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
nihil	nihil	_	_	_	_	Ind	_	_	PROind
in	in	_	_	_	_	_	_	_	PRE
publicum	publicum	_	Sing	_	_	Acc	_	_	NOMcom
prosint	prosum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
etiam	etiam	Pos	_	_	_	_	_	_	ADV
obsint	obsum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
aruo	aruum	_	Sing	_	_	Dat	_	_	NOMcom
nihil	nihil	_	_	_	_	Ind	_	_	PROind
relinquunt	relinquo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
claudunt	claudo	_	Plur	3	Ind|Pres|Act	_	_	1	VER
pascuis	pascuum	_	Plur	_	_	Dat	_	_	NOMcom
demoliuntur	demolior	_	Plur	3	Ind|Pres|Dep	_	_	_	VER
domos	domus	_	Plur	_	_	Acc	_	_	NOMcom
diruunt	diruo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
oppida	oppidum	_	Plur	_	_	Acc	_	_	NOMcom
templo	templum	_	Sing	_	_	Abl	_	_	NOMcom
dumtaxat	dumtaxat	Pos	_	_	_	_	_	_	ADV
stabulandis	stabulo	_	Plur	_	Adj|_|Pass	Dat	Com	_	VER
ouibus	ouis	_	Plur	_	_	Dat	_	_	NOMcom
relicto	relinquo	_	Sing	_	Par|Perf|Pass	Abl	MascNeut	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
tamquam	tamquam	_	_	_	_	_	_	2	CONsub
parum	parum	Pos	_	_	_	_	_	2	ADV
soli	solus	_	Plur	_	_	Nom	Masc	_	PROind
perderent	perdo	_	Plur	3	Sub|Impa|Act	_	_	_	VER
apud	apud	_	_	_	_	_	_	_	PRE
uos	uos	_	Plur	_	_	Acc	_	_	PROper
ferarum	fera	_	Plur	_	_	Gen	_	_	NOMcom
saltus	saltus	_	Plur	_	_	Acc	_	2	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
uiuaria	uiuarium	_	Plur	_	_	Acc	_	_	NOMcom
illi	ille	_	Plur	_	_	Nom	Masc	_	PROdem
boni	bonus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
uiri	uir	_	Plur	_	_	Nom	_	_	NOMcom
habitationes	habitatio	_	Plur	_	_	Nom	_	_	NOMcom
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
et	et	_	_	_	_	_	_	2	CONcoo
quicquid	quisquis	_	Sing	_	_	Nom	Neut	1	PROrel
usquam	usquam	Pos	_	_	_	_	_	_	ADV
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
culti	colo	_	Plur	_	Par|Perf|Pass	Nom	Masc	2	VER
uertunt	uerto	_	Plur	3	Ind|Pres|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
solitudinem	solitudo	_	Sing	_	_	Acc	_	_	NOMcom

ergo	ergo	_	_	_	_	_	_	2	CONcoo
ut	ut	_	_	_	_	_	_	4	CONsub
unus	unus	_	Sing	_	_	Nom	Masc	_	ADJcar
helluo	heluo	_	Sing	_	_	Nom	_	_	NOMcom
inexplebilis	inexplebilis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
ac	ac	_	_	_	_	_	_	1	CONcoo
dira	dirus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
pestis	pestis	_	Sing	_	_	Gen	_	_	NOMcom
patriae	patria	_	Sing	_	_	Gen	_	_	NOMcom
continuatis	continuo	_	Plur	_	Par|Perf|Pass	Abl	Com	1	VER
agris	ager	_	Plur	_	_	Abl	_	_	NOMcom
aliquot	aliquot	_	_	_	_	Ind	_	_	PROind
milia	mille	_	Plur	_	_	Acc	Neut	_	ADJcar
iugerum	iugerum	_	Plur	_	_	Gen	_	_	NOMcom
uno	unus	_	Sing	_	_	Abl	MascNeut	_	ADJcar
circumdet	circumdo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
septo	saeptum	_	Sing	_	_	Abl	_	_	NOMcom
eiiciuntur	eicio	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
coloni	colonus	_	Plur	_	_	Nom	_	1	NOMcom

quidam	quidam	_	Plur	_	_	Nom	Masc	_	PROind
suis	suus	_	Plur	_	_	Abl	Com	_	PROpos.ref
etiam	etiam	Pos	_	_	_	_	_	_	ADV
aut	aut	_	_	_	_	_	_	_	CONcoo
circumscripti	circumscribo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
fraude	fraus	_	Sing	_	_	Abl	_	_	NOMcom
aut	aut	_	_	_	_	_	_	_	CONcoo
ui	uis	_	Sing	_	_	Abl	_	_	NOMcom
oppressi	opprimo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
exuuntur	exuo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
fatigati	fatigo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
iniuriis	iniuria	_	Plur	_	_	Abl	_	_	NOMcom
adiguntur	adigo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
uenditionem	uenditio	_	Sing	_	_	Acc	_	_	NOMcom

itaque	itaque	_	_	_	_	_	_	_	CONcoo
quoquo	quisquis	_	Sing	_	_	Abl	MascNeut	1	PROrel
pacto	pactum	_	Sing	_	_	Abl	_	_	NOMcom
emigrant	emigro	_	Plur	3	Ind|Pres|Act	_	_	_	VER
miseri	miser	Pos	Plur	_	_	Nom	Masc	_	ADJqua
uiri	uir	_	Plur	_	_	Nom	_	_	NOMcom
mulieres	mulier	_	Plur	_	_	Nom	_	_	NOMcom
mariti	maritus	_	Plur	_	_	Nom	_	1	NOMcom
uxores	uxor	_	Plur	_	_	Nom	_	_	NOMcom
orbi	orbus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
uiduae	uiduus	Pos	Plur	_	_	Nom	Fem	_	ADJqua
parentes	parens	_	Plur	_	_	Nom	_	1	NOMcom
cum	cum	_	_	_	_	_	_	2	PRE
paruis	paruus	Pos	Plur	_	_	Abl	Com	2	ADJqua
liberis	liberi	_	Plur	_	_	Abl	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
numerosa	numerosus	Pos	Sing	_	_	Nom	Fem	_	ADJqua
magis	magis	Comp	_	_	_	_	_	2	ADV
quam	quam	_	_	_	_	_	_	1	ADVrel
diuite	diues	Pos	Sing	_	_	Abl	Com	_	ADJqua
familia	familia	_	Sing	_	_	Nom	_	_	NOMcom
ut	ut	_	_	_	_	_	_	1	ADVrel
multis	multi	_	Plur	_	_	Abl	Com	_	ADJqua
opus	opus	_	_	_	_	Ind	_	1	NOMcom
habet	habeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
manibus	manus	_	Plur	_	_	Abl	_	1	NOMcom
res	res	_	Sing	_	_	Nom	_	_	NOMcom
rustica	rusticus	Pos	Sing	_	_	Nom	Fem	2	ADJqua
emigrant	emigro	_	Plur	3	Ind|Pres|Act	_	_	_	VER
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
e	ex	_	_	_	_	_	_	_	PRE
notis	notus	Pos	Plur	_	_	Abl	Com	2	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
assuetis	assuetus	Pos	Plur	_	_	Abl	Com	_	ADJqua
laribus	Lar	_	Plur	_	_	Abl	_	_	NOMcom
nec	nec	_	_	_	_	_	_	2	CONcoo
inueniunt	inuenio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
quo	quo	_	_	_	_	_	_	2	ADVrel
se	sui	_	Plur	_	_	Acc	_	1	PROref
recipiant	recipio	_	Plur	3	Sub|Pres|Act	_	_	_	VER
supellectilem	supellectilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
omnem	omnis	_	Sing	_	_	Acc	MascFem	_	PROind
haud	haud	_	_	_	_	_	_	_	ADVneg
magno	magnus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
uendibilem	uendibilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
etiam	etiam	Pos	_	_	_	_	_	_	ADV
si	si	_	_	_	_	_	_	2	CONsub
manere	maneo	_	_	_	Inf|Pres|Act	_	_	_	VER
possit	possum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
emptorem	emptor	_	Sing	_	_	Acc	_	_	NOMcom
cum	cum	_	_	_	_	_	_	3	CONsub
extrudi	extrudo	_	_	_	Inf|Pres|Pass	_	_	_	VER
necesse	necesse	Pos	_	_	_	Ind	_	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
minimo	minimum	_	Sing	_	_	Abl	_	1	NOMcom
uenundant	uenundo	_	Plur	3	Ind|Pres|Act	_	_	_	VER

id	is	_	Sing	_	_	Acc	Neut	_	PROdem
cum	cum	_	_	_	_	_	_	3	CONsub
breui	breui	Pos	_	_	_	_	_	_	ADV
errando	erro	_	Sing	_	Ger|_|Act	Abl	_	2	VER
insumpserint	insumo	_	Plur	3	Sub|Perf|Act	_	_	_	VER
quid	quis	_	Sing	_	_	Nom	Neut	1	PROint
restat	resto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
aliud	alius	_	Sing	_	_	Nom	Neut	_	PROind
denique	denique	Pos	_	_	_	_	_	_	ADV
quam	quam	_	_	_	_	_	_	1	ADVrel
uti	ut	_	_	_	_	_	_	4	CONsub
furentur	furor	_	Plur	3	Sub|Pres|Pass	_	_	2	VER
et	et	_	_	_	_	_	_	2	CONcoo
pendeant	pendeo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
iuste	iuste	Pos	_	_	_	_	_	_	ADV
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV
aut	aut	_	_	_	_	_	_	_	CONcoo
uagentur	uagor	_	Plur	3	Sub|Pres|Dep	_	_	2	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
mendicent	mendico	_	Plur	3	Sub|Pres|Act	_	_	_	VER

quamquam	quamquam	_	_	_	_	_	_	2	CONsub
tum	tum	Pos	_	_	_	_	_	_	ADV
quoque	quoque	Pos	_	_	_	_	_	_	ADV
uelut	uelut	_	_	_	_	_	_	1	ADVrel
errones	erro	_	Plur	_	_	Nom	_	1	NOMcom
coniiciuntur	conicio	_	Plur	3	Ind|Pres|Dep	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
carcerem	carcer	_	Sing	_	_	Acc	_	_	NOMcom
quod	quod	_	_	_	_	_	_	2	CONsub
otiosi	otiosus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
obambulent	obambulo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
operam	opera	_	Sing	_	_	Acc	_	_	NOMcom
nemo	nemo	_	Sing	_	_	Nom	_	_	PROind
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
conducat	conduco	_	Sing	3	Sub|Pres|Act	_	_	_	VER
cum	cum	_	_	_	_	_	_	3	CONsub
illi	ille	_	Plur	_	_	Nom	Masc	_	PROdem
cupidissime	cupide	Sup	_	_	_	_	_	_	ADV
offerant	offero	_	Plur	3	Sub|Pres|Act	_	_	_	VER

